484187	14_857267771	1	0
898717	41_178857132	1	0
134231	10_662666741	1	0
1003774	06_38798601	1	0
652801	08_706191946	1	0
448861	05_607765153	1	0
1017532	07_746304007	1	0
895480	08_707057504	1	0
716682	62_321356819	1	0
130761	11_169320067	1	0
513131	53_841152012	1	0
607542	53_107113371	1	0
746395	03_141371922	1	0
918533	08_338604386	1	0
958084	36_1466544	1	0
1057261	08_543985737	1	0
981623	21_205818281	1	0
677704	18_395188531	1	0
809167	45_208248496	1	0
730829	10_694450122	1	0
49432	40_491641199	1	0
1003171	07_218323760	1	0
753346	10_184800144	1	0
782578	21_454516838	1	0
483746	08_810230572	1	0
459329	09_603185520	1	0
902572	03_168405970	1	0
497067	11_7370415	1	0
677853	09_149471351	1	0
971637	07_100650956	1	0
226536	07_669749258	1	0
290860	04_103043493	1	0
241957	06_444500436	1	0
79331	10_478010300	1	0
236796	00_711679020	1	0
286878	06_740179115	1	0
452108	46_131085547	1	0
322701	10_38688325	1	0
584788	00_536940803	1	0
806791	04_371093296	1	0
727428	10_468969744	1	0
178738	04_428637396	1	0
705100	11_65814679	1	0
115986	04_338268756	1	0
645657	12_231715614	1	0
510594	10_483732581	1	0
715216	19_360032128	1	0
587387	03_539530716	1	0
888883	65_792396583	1	0
403625	04_70626507	1	0
242956	00_632231016	1	0
642446	37_742742100	1	0
506202	11_79425029	1	0
517002	11_170063306	1	0
408540	12_179055125	1	0
346200	44_462140090	1	0
1164531	06_430416544	1	0
329277	58_873596585	1	0
1164525	47_159620480	1	0
170259	04_282699595	1	0
199339	08_680256759	1	0
653801	05_516582001	1	0
307414	59_46660657	1	0
581740	59_53085625	1	0
631880	08_129393485	1	0
539239	53_115444316	1	0
445147	19_841058587	1	0
151561	46_821928403	1	0
551805	07_506925676	1	0
735835	11_67651048	1	0
990753	20_354478588	1	0
545205	36_49881195	1	0
212811	07_445196281	1	0
722471	04_162057330	1	0
235164	07_838831081	1	0
494162	03_312463872	1	0
131167	10_667964328	1	0
633259	48_827918500	1	0
239365	08_798179871	1	0
31507	36_49731441	1	0
637680	06_642908038	1	0
938057	18_553200084	1	0
737430	18_538916119	1	0
1164356	27_822238603	1	0
567822	16_828071385	1	0
657914	39_491334167	1	0
1164322	06_288666774	1	0
226831	68_836642031	1	0
719317	28_502149284	1	0
526558	06_788262810	1	0
526558	09_277629348	1	0
564805	09_705644831	1	0
698306	20_619128329	1	0
435020	58_809856066	1	0
195281	59_57254000	1	0
121354	10_256542325	1	0
655986	20_748549469	1	0
710814	51_705673103	1	0
1164237	67_887868616	1	0
738214	09_367074867	1	0
561066	26_387390055	1	0
281397	08_26766561	1	0
