19335	1017759	0
19335	1082489	0
19335	109063	0
19335	1160863	0
19335	1160871	0
19335	1189088	0
19335	1203500	0
19335	1231806	0
19335	1231807	0
19335	1274615	0
19335	1274620	0
19335	1324075	0
19335	1509459	0
19335	1555317	0
19335	1568085	0
19335	161603	0
19335	1705525	0
19335	1720387	0
19335	1720388	0
19335	1720389	1
19335	1720393	0
19335	1720395	1
19335	1722	0
19335	1725697	0
19335	1726	0
19335	1729	2
19335	1730	0
19335	1796642	0
19335	1796647	0
19335	1825416	0
19335	1825418	0
19335	1837110	0
19335	1871222	0
19335	1908804	0
19335	1956669	0
19335	1958100	0
19335	1958102	0
19335	1958103	0
19335	1959553	0
19335	2004186	0
19335	2046505	1
19335	2071723	0
19335	2130187	0
19335	2186129	0
19335	2304004	0
19335	2304005	0
19335	2324839	0
19335	2325143	0
19335	2382766	0
19335	2394677	0
19335	256744	0
19335	256746	0
19335	256750	0
19335	2594897	0
19335	2604487	0
19335	2725017	0
19335	2874503	0
19335	2943092	0
19335	2978577	0
19335	3045565	1
19335	3045567	1
19335	3137952	0
19335	3175481	3
19335	3175483	0
19335	3175484	3
19335	3175485	0
19335	3212083	0
19335	3260688	0
19335	3358752	0
19335	342431	0
19335	342432	0
19335	3424644	0
19335	3445057	0
19335	3489287	0
19335	3497213	0
19335	3539483	0
19335	3559596	0
19335	3637071	0
19335	3683653	0
19335	3833966	0
19335	3959463	0
19335	4050974	0
19335	429846	0
19335	429849	0
19335	429852	0
19335	4379804	0
19335	4480942	0
19335	4510384	0
19335	4540809	0
19335	4686524	0
19335	4692187	0
19335	492088	0
19335	4974433	0
19335	5078863	0
19335	5078867	0
19335	5231750	0
19335	527689	0
19335	527690	1
19335	527692	1
19335	527695	0
19335	527697	1
19335	527698	0
19335	5298801	0
19335	5398329	0
19335	5454280	0
19335	5508122	0
19335	5652225	0
19335	5652228	0
19335	5711217	0
19335	5732405	0
19335	584350	0
19335	5870000	0
19335	5932277	0
19335	6177788	0
19335	6210055	0
19335	6306220	0
19335	6306222	0
19335	6452942	0
19335	6452949	1
19335	6582809	0
19335	6683523	0
19335	6751546	0
19335	6773977	0
19335	6783161	0
19335	6867870	0
19335	6894786	0
19335	6894788	0
19335	691494	0
19335	691496	0
19335	691498	0
19335	6999135	0
19335	7007720	0
19335	7122355	1
19335	712804	0
19335	712806	0
19335	712809	0
19335	7198041	0
19335	7198042	0
19335	7198044	0
19335	7200795	0
19335	724366	0
19335	7267243	0
19335	7267248	0
19335	7276206	0
19335	7298833	0
19335	7298839	0
19335	7320614	1
19335	7367402	0
19335	7367407	0
19335	7460276	0
19335	7665056	0
19335	7692042	0
19335	7692043	0
19335	7692044	0
19335	772232	0
19335	772234	0
19335	7727457	0
19335	7727464	0
19335	7763208	0
19335	7891857	0
19335	7961905	0
19335	7961908	0
19335	8040069	0
19335	8151641	0
19335	8151642	0
19335	8151650	0
19335	8169280	0
19335	819168	1
19335	8199361	0
19335	8365529	0
19335	8379032	0
19335	8412681	2
19335	8412682	3
19335	8412683	2
19335	8412684	3
19335	8412685	1
19335	8412687	0
19335	8412688	0
19335	8478792	0
19335	8618772	0
19335	8635981	0
19335	8649613	0
19335	8677293	0
19335	8677296	0
19335	8689042	0
19335	8734157	0
19335	8734158	0
19335	8734162	0
19335	8754859	0
19335	8798988	0
19335	8798990	0
19335	8832564	0
19335	901325	0
19335	901329	0
47923	1200258	2
47923	1236611	0
47923	1296110	1
47923	1300989	1
47923	1354790	1
47923	1463436	0
47923	1507610	1
47923	1508658	1
47923	1669816	1
47923	1681331	2
47923	1681332	1
47923	1681334	2
47923	1681335	1
47923	1681336	1
47923	1681337	1
47923	1681339	1
47923	1717546	0
47923	1767240	1
47923	1868437	2
47923	1868438	1
47923	1923153	1
47923	1960681	1
47923	2044900	1
47923	2061700	0
47923	2061702	0
47923	2061706	0
47923	2148997	1
47923	2157582	1
47923	217594	0
47923	2408264	0
47923	2477210	2
47923	2477211	1
47923	2655670	2
47923	2719555	1
47923	2749477	1
47923	2772864	1
47923	2831044	0
47923	2831045	0
47923	284591	2
47923	2917510	1
47923	3196227	0
47923	320920	1
47923	3246976	1
47923	3348830	0
47923	3348837	1
47923	3348838	1
47923	3573382	0
47923	3630933	1
47923	3630935	2
47923	3694265	1
47923	3748434	2
47923	388338	0
47923	3986046	1
47923	4081982	1
47923	4143232	2
47923	4257346	1
47923	4297613	0
47923	4297620	1
47923	4321228	1
47923	4321230	2
47923	4416477	1
47923	4490071	0
47923	4652165	0
47923	4652795	2
47923	4655679	0
47923	4684891	1
47923	4684893	2
47923	4684895	1
47923	473807	3
47923	473809	1
47923	4778734	1
47923	4793758	1
47923	4997370	2
47923	5032362	1
47923	5051722	1
47923	5053382	1
47923	5055000	2
47923	5065570	0
47923	5137402	1
47923	5144927	0
47923	5147527	1
47923	5147529	1
47923	5147530	1
47923	525511	1
47923	5417577	1
47923	5417578	0
47923	5417580	1
47923	5417582	3
47923	5878045	0
47923	5949690	1
47923	5966643	2
47923	5966645	0
47923	6111296	1
47923	611271	2
47923	6139476	0
47923	618555	2
47923	618556	3
47923	618559	1
47923	6191	3
47923	6213244	0
47923	6241147	2
47923	6241148	2
47923	6241150	1
47923	6241151	2
47923	6241152	3
47923	6241153	2
47923	6241154	2
47923	6378779	2
47923	6643066	3
47923	6652175	1
47923	6696631	1
47923	6813699	1
47923	6919836	2
47923	6919837	0
47923	7109642	2
47923	7507613	0
47923	7644552	2
47923	766025	2
47923	769287	0
47923	778272	2
47923	7786719	1
47923	7890942	1
47923	7891160	1
47923	7914826	2
47923	8214977	1
47923	829484	1
47923	8327407	1
47923	8327408	1
47923	8348762	1
47923	84017	1
47923	8418681	2
47923	8418683	0
47923	8418684	1
47923	8418686	1
47923	8421421	2
47923	8619129	0
47923	8641104	3
47923	8641107	1
47923	8659158	1
47923	8727556	0
47923	8836262	2
47923	913042	1
47923	986177	2
87181	104095	0
87181	1092118	0
87181	123547	1
87181	1281893	0
87181	1346114	0
87181	1408695	0
87181	1408696	0
87181	1647621	0
87181	1689436	0
87181	1689438	0
87181	1692902	1
87181	169896	0
87181	1700168	2
87181	172170	0
87181	172862	0
87181	1740462	0
87181	1766470	1
87181	1890715	1
87181	1902826	1
87181	19153	0
87181	1950524	0
87181	1950531	0
87181	1961300	1
87181	2011007	0
87181	2259136	0
87181	2259139	0
87181	229627	0
87181	2307974	2
87181	2307979	0
87181	2396481	0
87181	2486092	0
87181	2497493	0
87181	2528294	1
87181	2530227	2
87181	2530252	1
87181	2556144	1
87181	2556149	0
87181	2556150	1
87181	2556151	2
87181	2556153	0
87181	2596279	1
87181	2611818	1
87181	2713030	1
87181	2763490	1
87181	2842948	1
87181	295626	0
87181	2986227	2
87181	3354162	1
87181	3422939	0
87181	3445699	1
87181	3540009	0
87181	3595685	0
87181	3604165	0
87181	3681089	0
87181	377541	0
87181	4243434	0
87181	4366699	0
87181	4423956	0
87181	456361	0
87181	4632251	0
87181	4632252	0
87181	4639455	1
87181	4682104	0
87181	4689523	2
87181	4689524	1
87181	4689525	2
87181	47203	0
87181	47206	0
87181	47207	1
87181	47208	1
87181	47210	0
87181	47211	1
87181	47212	1
87181	4786305	2
87181	4786312	0
87181	5080259	0
87181	5103077	2
87181	5103078	0
87181	5103079	0
87181	5103080	0
87181	5103083	2
87181	511404	0
87181	5197130	0
87181	5197133	0
87181	5197135	1
87181	5298150	0
87181	5469038	2
87181	5497677	2
87181	5524480	0
87181	5676026	1
87181	5753301	2
87181	5861170	0
87181	5876723	0
87181	6129695	0
87181	6484575	2
87181	6484576	2
87181	6484578	1
87181	6501556	0
87181	6521360	1
87181	6521366	2
87181	652422	0
87181	6679355	0
87181	6685092	2
87181	6774305	1
87181	6885718	1
87181	6933976	0
87181	6969187	0
87181	6969188	0
87181	7057928	1
87181	7112964	1
87181	7112968	1
87181	7129011	0
87181	7139898	1
87181	7203296	1
87181	7234773	0
87181	7255362	0
87181	7342238	0
87181	7419035	0
87181	742425	2
87181	7526679	2
87181	753721	2
87181	7586365	2
87181	7635830	0
87181	7666828	1
87181	7666831	1
87181	7697583	0
87181	8032048	0
87181	8144448	1
87181	8151919	1
87181	8151921	1
87181	8151922	1
87181	8151926	2
87181	8165401	2
87181	8165404	1
87181	8183982	1
87181	8246410	0
87181	8332546	2
87181	8332547	2
87181	8332548	0
87181	8332551	1
87181	8332553	0
87181	8332555	2
87181	8476330	1
87181	8522403	1
87181	8534130	2
87181	8534134	2
87181	8534135	1
87181	8534136	1
